DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_timestamp,Year,Wildfire Event
210310515,05/19/2021 12:00:00 AM,2021-05-19,2240,3,Southwest,379,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1236,20,X,X,401.0,MINI-MART,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,3700 S  VERMONT                      AV,,34.0145,-118.2937,2021-05-19 22:40:00,2021,1
211810997,05/25/2021 12:00:00 AM,2021-05-24,1800,18,Southeast,1806,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,38,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,900 E  88TH                         PL,,33.9565,-118.2586,2021-05-24 18:00:00,2021,1
210600595,05/24/2021 12:00:00 AM,2021-05-24,1,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402 2004 0400 1218,64,M,W,101.0,STREET,308.0,STICK,AO,Adult Other,230.0,998.0,,,6700    HOLLYWOOD                    BL,,34.1016,-118.3365,2021-05-24 00:01:00,2021,1
211108878,05/23/2021 12:00:00 AM,2021-05-23,300,11,Northeast,1139,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5900    BENNER                       ST,,34.1076,-118.1889,2021-05-23 03:00:00,2021,1
211909834,06/15/2021 12:00:00 AM,2021-05-15,1200,19,Mission,1967,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,14000    NORDHOFF                     ST,,34.2353,-118.4368,2021-05-15 12:00:00,2021,1
210610304,05/27/2021 12:00:00 AM,2021-05-26,2200,6,Hollywood,666,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6200    FOUNTAIN                     AV,,34.0944,-118.3266,2021-05-26 22:00:00,2021,1
210409040,05/26/2021 12:00:00 AM,2021-05-26,1630,4,Hollenbeck,463,2,901,VIOLATION OF RESTRAINING ORDER,2038 2000 1814,28,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,2000    PENNSYLVANIA                 AV,,34.0458,-118.2132,2021-05-26 16:30:00,2021,1
210609858,05/16/2021 12:00:00 AM,2021-05-16,1223,6,Hollywood,645,2,888,TRESPASSING,1822 1501,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,888.0,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3391,2021-05-16 12:23:00,2021,1
211212411,05/19/2021 12:00:00 AM,2021-05-18,2200,12,77th Street,1283,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,94TH                         ST,WESTERN,33.9512,-118.309,2021-05-18 22:00:00,2021,1
210812859,08/12/2021 12:00:00 AM,2021-05-17,1100,8,West LA,881,2,354,THEFT OF IDENTITY,0100 1202 0930,69,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2000    BARRY                        AV,,34.0362,-118.4481,2021-05-17 11:00:00,2021,1
210110810,05/25/2021 12:00:00 AM,2021-05-24,1130,1,Central,164,1,330,BURGLARY FROM VEHICLE,0344 0352 1605 1300 1822,25,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,,,,600 S  MAIN                         ST,,34.0448,-118.2504,2021-05-24 11:30:00,2021,1
211708528,05/17/2021 12:00:00 AM,2021-05-15,1300,17,Devonshire,1737,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 0421 0329 2000 1202 1402 0416,62,F,O,501.0,SINGLE FAMILY DWELLING,312.0,PIPE/METAL PIPE,AA,Adult Arrest,236.0,998.0,,,10700    HAYVENHURST                  AV,,34.2647,-118.4935,2021-05-15 13:00:00,2021,1
210408860,05/20/2021 12:00:00 AM,2021-05-20,1735,4,Hollenbeck,473,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822,55,F,H,108.0,PARKING LOT,307.0,VEHICLE,IC,Invest Cont,230.0,,,,2300 E  4TH                          ST,,34.041,-118.2127,2021-05-20 17:35:00,2021,1
210708910,05/22/2021 12:00:00 AM,2021-05-22,900,7,Wilshire,717,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0416 0913 0603 2004,70,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,998.0,,,BEVERLY                      BL,SYCAMORE                     AV,34.0762,-118.3429,2021-05-22 09:00:00,2021,1
210408650,05/14/2021 12:00:00 AM,2021-05-14,200,4,Hollenbeck,424,2,860,BATTERY WITH SEXUAL CONTACT,0913 0400 0545 1402,22,M,H,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,998.0,,,2000    LINCOLN PARK                 AV,,34.0678,-118.2024,2021-05-14 02:00:00,2021,1
210209573,05/18/2021 12:00:00 AM,2021-05-17,1530,2,Rampart,221,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,300 N  NEW HAMPSHIRE                AV,,34.0763,-118.2932,2021-05-17 15:30:00,2021,1
211309927,05/19/2021 12:00:00 AM,2021-05-19,2000,13,Newton,1383,2,624,BATTERY - SIMPLE ASSAULT,2002 0562 0444 0429 0416,56,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5800    BRENTWOOD                    ST,,33.9869,-118.2772,2021-05-19 20:00:00,2021,1
211109707,06/16/2021 12:00:00 AM,2021-05-27,1425,11,Northeast,1134,2,354,THEFT OF IDENTITY,0928 1822,28,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3100    CAZADOR                      ST,,34.1048,-118.234,2021-05-27 14:25:00,2021,1
210110724,05/23/2021 12:00:00 AM,2021-05-22,2200,1,Central,174,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 S  SPRING                       ST,,34.044,-118.2528,2021-05-22 22:00:00,2021,1
211108982,05/27/2021 12:00:00 AM,2021-05-26,2025,11,Northeast,1151,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822,52,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,4800 W  SUNSET                       BL,,34.0982,-118.2943,2021-05-26 20:25:00,2021,1
210310807,05/27/2021 12:00:00 AM,2021-05-27,108,3,Southwest,327,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0344 1822 0352,39,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420.0,,,,2600    ORCHARD                      AV,,34.0303,-118.2874,2021-05-27 01:08:00,2021,1
212014289,09/13/2021 12:00:00 AM,2021-05-25,1357,20,Olympic,2011,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,100 S  WESTERN                      AV,,34.0725,-118.3153,2021-05-25 13:57:00,2021,1
211412054,05/25/2021 12:00:00 AM,2021-05-24,2030,12,77th Street,1239,1,510,VEHICLE - STOLEN,1402,0,M,W,101.0,STREET,,,AO,Adult Other,510.0,998.0,,,MENLO                        ST,SLAUSON                      AV,33.9891,-118.2893,2021-05-24 20:30:00,2021,1
210910225,06/07/2021 12:00:00 AM,2021-05-24,930,9,Van Nuys,985,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822,29,F,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,DICKENS                      ST,HAZELTINE                    AV,34.1483,-118.4395,2021-05-24 09:30:00,2021,1
211310395,05/29/2021 12:00:00 AM,2021-05-24,900,13,Newton,1395,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,300 E  64TH                         ST,,33.9815,-118.2696,2021-05-24 09:00:00,2021,1
211416132,08/05/2021 12:00:00 AM,2021-05-28,1200,14,Pacific,1406,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1202 1300,83,F,B,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,VENICE                       BL,MOTOR                        AV,34.0205,-118.404,2021-05-28 12:00:00,2021,1
211708755,05/24/2021 12:00:00 AM,2021-05-21,2000,17,Devonshire,1782,1,310,BURGLARY,1604 0344,0,X,X,213.0,WAREHOUSE,,,IC,Invest Cont,310.0,,,,19300    BUSINESS CENTER              DR,,34.231,-118.5535,2021-05-21 20:00:00,2021,1
210209914,05/26/2021 12:00:00 AM,2021-05-26,1850,2,Rampart,261,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0601 0906 1816 1402 0311 2024,0,X,X,704.0,ELEMENTARY SCHOOL,,,JA,Juv Arrest,740.0,998.0,,,700 S  GRAND VIEW                   ST,,34.0574,-118.279,2021-05-26 18:50:00,2021,1
211509528,05/15/2021 12:00:00 AM,2021-05-14,2000,15,N Hollywood,1555,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,61,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,PEACH GROVE                  ST,BELLFLOWER                   AV,34.1591,-118.3746,2021-05-14 20:00:00,2021,1
211810686,05/19/2021 12:00:00 AM,2021-05-19,1400,18,Southeast,1842,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 E  111TH                        PL,,33.9339,-118.2715,2021-05-19 14:00:00,2021,1
211415069,07/14/2021 12:00:00 AM,2021-05-26,1800,14,Pacific,1483,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,64,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,7700 W  MANCHESTER                   AV,,33.9597,-118.4318,2021-05-26 18:00:00,2021,1
210111180,06/01/2021 12:00:00 AM,2021-05-28,1600,1,Central,101,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900    NEW DEPOT                    ST,,34.0652,-118.2451,2021-05-28 16:00:00,2021,1
211509849,05/28/2021 12:00:00 AM,2021-05-28,1000,15,N Hollywood,1522,2,901,VIOLATION OF RESTRAINING ORDER,2004 2038,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901.0,,,,7100    ETHEL                        AV,,34.1993,-118.4181,2021-05-28 10:00:00,2021,1
211509778,05/25/2021 12:00:00 AM,2021-05-25,1700,15,N Hollywood,1502,2,624,BATTERY - SIMPLE ASSAULT,0416 0552 1258,9,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7900    BEEMAN                       AV,,34.2137,-118.4099,2021-05-25 17:00:00,2021,1
210909864,05/29/2021 12:00:00 AM,2021-05-20,800,9,Van Nuys,985,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,38,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330.0,,,,4400    STANSBURY                    AV,,34.1505,-118.4411,2021-05-20 08:00:00,2021,1
210311141,06/01/2021 12:00:00 AM,2021-05-28,1700,3,Southwest,359,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,20,X,X,710.0,OTHER PREMISE,,,IC,Invest Cont,440.0,,,,3700 S  FLOWER                       ST,,34.0178,-118.2811,2021-05-28 17:00:00,2021,1
211212457,05/14/2021 12:00:00 AM,2021-05-14,2045,12,77th Street,1251,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0416 0444 0319 1814 2000,16,M,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,626.0,,,,7100    CRENSHAW                     BL,,33.9753,-118.3309,2021-05-14 20:45:00,2021,1
211008324,05/23/2021 12:00:00 AM,2021-05-22,2120,10,West Valley,1005,1,320,"BURGLARY, ATTEMPTED",1822 1307 1609,33,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,7800    YARMOUTH                     AV,,34.212,-118.5197,2021-05-22 21:20:00,2021,1
211108956,05/26/2021 12:00:00 AM,2021-05-16,845,11,Northeast,1126,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385,58,M,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,5100    LINCOLN                      AV,,34.1198,-118.2029,2021-05-16 08:45:00,2021,1
211108852,05/22/2021 12:00:00 AM,2021-05-21,1430,11,Northeast,1128,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6200    SAYLIN                       LN,,34.1225,-118.1827,2021-05-21 14:30:00,2021,1
211509676,05/24/2021 12:00:00 AM,2021-05-22,1700,15,N Hollywood,1504,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SATICOY                      ST,LAUREL CANYON                BL,34.2085,-118.3965,2021-05-22 17:00:00,2021,1
210110630,05/20/2021 12:00:00 AM,2021-05-20,1115,1,Central,171,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 0422,36,M,H,503.0,HOTEL,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,900 S  FIGUEROA                     ST,,34.0457,-118.2665,2021-05-20 11:15:00,2021,1
210709271,05/30/2021 12:00:00 AM,2021-05-24,1422,7,Wilshire,762,2,624,BATTERY - SIMPLE ASSAULT,2000 0913 0556 0417,13,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,6100    CASHIO                       ST,,34.0504,-118.3745,2021-05-24 14:22:00,2021,1
211411789,05/17/2021 12:00:00 AM,2021-05-15,830,14,Pacific,1434,1,510,VEHICLE - STOLEN,,0,,,103.0,ALLEY,,,IC,Invest Cont,510.0,,,,3700    ASHWOOD                      AV,,33.9985,-118.4452,2021-05-15 08:30:00,2021,1
211411630,05/14/2021 12:00:00 AM,2021-05-14,2225,14,Pacific,1414,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0903 2054 1536,23,M,O,109.0,PARK/PLAYGROUND,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,7TH,BROADWAY,33.9961,-118.4655,2021-05-14 22:25:00,2021,1
211908904,05/20/2021 12:00:00 AM,2021-05-16,1630,19,Mission,1958,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,38,F,H,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,9700    WOODMAN                      AV,,34.2464,-118.4477,2021-05-16 16:30:00,2021,1
211708656,05/20/2021 12:00:00 AM,2021-05-20,2350,17,Devonshire,1722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0945 0325 0444 2004 1822 2028,0,X,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,440.0,,,,21400    DEVONSHIRE                   ST,,34.2607,-118.6025,2021-05-20 23:50:00,2021,1
211810512,05/16/2021 12:00:00 AM,2021-05-15,100,18,Southeast,1832,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10400 S  FIGUEROA                     ST,,33.9416,-118.2826,2021-05-15 01:00:00,2021,1
210110525,05/19/2021 12:00:00 AM,2021-05-18,1900,1,Central,161,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631,2021-05-18 19:00:00,2021,1
210310334,05/15/2021 12:00:00 AM,2021-05-15,1900,3,Southwest,356,1,210,ROBBERY,0334 0342 0344 0416 1822 2048 0910 1218,22,M,B,946.0,MTA - EXPO LINE - EXPO/WESTERN,207.0,OTHER KNIFE,IC,Invest Cont,210.0,,,,1500    EXPOSITION                   BL,,34.0219,-118.3045,2021-05-15 19:00:00,2021,1
210809535,05/21/2021 12:00:00 AM,2021-05-21,2020,8,West LA,835,2,624,BATTERY - SIMPLE ASSAULT,1309 0400 0444,34,M,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1900    WESTWOOD                     BL,,34.047,-118.4344,2021-05-21 20:20:00,2021,1
211515934,10/12/2021 12:00:00 AM,2021-05-19,1900,15,N Hollywood,1549,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,36,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,5400    TUJUNGA                      AV,,34.1685,-118.379,2021-05-19 19:00:00,2021,1
210311762,06/14/2021 12:00:00 AM,2021-05-25,1250,3,Southwest,363,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0394,27,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,4000    ABOURNE                      RD,,34.0103,-118.3456,2021-05-25 12:50:00,2021,1
210110615,05/20/2021 12:00:00 AM,2021-05-20,1415,1,Central,143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2004 0411 2003,34,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,,,,400 S  SPRING                       ST,,34.0488,-118.25,2021-05-20 14:15:00,2021,1
210310831,05/27/2021 12:00:00 AM,2021-05-27,1430,3,Southwest,334,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0334 0416 0447 1236 0104,47,M,A,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,4300 W  ADAMS                        BL,,34.0326,-118.3332,2021-05-27 14:30:00,2021,1
210509135,05/15/2021 12:00:00 AM,2021-05-14,2310,5,Harbor,525,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0429 0444,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,100 W  D                            ST,,33.7742,-118.2626,2021-05-14 23:10:00,2021,1
210809890,05/30/2021 12:00:00 AM,2021-05-27,2005,8,West LA,892,1,480,BIKE - STOLEN,0344,24,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,2400    BARRY                        AV,,34.0303,-118.4433,2021-05-27 20:05:00,2021,1
210809354,05/15/2021 12:00:00 AM,2021-05-15,746,8,West LA,884,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,38,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,2300    CAMDEN                       AV,,34.0382,-118.4336,2021-05-15 07:46:00,2021,1
211212600,05/22/2021 12:00:00 AM,2021-05-22,440,12,77th Street,1213,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5200 S  MANHATTAN                    PL,,33.9937,-118.3101,2021-05-22 04:40:00,2021,1
211509500,05/19/2021 12:00:00 AM,2021-05-19,1140,15,N Hollywood,1549,2,903,CONTEMPT OF COURT,2038,37,M,O,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,903.0,,,,5400    VINELAND                     AV,,34.1687,-118.3703,2021-05-19 11:40:00,2021,1
211008120,05/17/2021 12:00:00 AM,2021-05-14,2000,10,West Valley,1075,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 1609 0329,43,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,KILLION,LINDLEY,34.1709,-118.5297,2021-05-14 20:00:00,2021,1
210509627,05/27/2021 12:00:00 AM,2021-05-26,2200,5,Harbor,513,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 0352 1221,26,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,1400 W  PACIFIC COAST                HY,,33.7907,-118.2829,2021-05-26 22:00:00,2021,1
211008182,05/19/2021 12:00:00 AM,2021-05-19,325,10,West Valley,1045,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1822 0216 1420 0345,32,M,O,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,18100    CALIFA                       ST,,34.1778,-118.5273,2021-05-19 03:25:00,2021,1
211212678,05/23/2021 12:00:00 AM,2021-05-23,1840,12,77th Street,1215,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0561 0913,58,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1500 W  55TH                         ST,,33.9924,-118.3028,2021-05-23 18:40:00,2021,1
211212789,05/26/2021 12:00:00 AM,2021-05-25,2300,12,77th Street,1283,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,9200 S  MANHATTAN                    PL,,33.9519,-118.3101,2021-05-25 23:00:00,2021,1
211509703,05/25/2021 12:00:00 AM,2021-05-23,300,15,N Hollywood,1538,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000 1814 1309,21,F,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,5600    FULCHER                      AV,,34.1722,-118.373,2021-05-23 03:00:00,2021,1
210709111,05/22/2021 12:00:00 AM,2021-05-21,2000,7,Wilshire,734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,33,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,440.0,,,,300 S  CURSON                       AV,,34.0688,-118.3552,2021-05-21 20:00:00,2021,1
211810652,05/18/2021 12:00:00 AM,2021-05-16,2200,18,Southeast,1801,2,624,BATTERY - SIMPLE ASSAULT,0913 1820 1300 0444 1310 0429 2001,32,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 W  92ND                         ST,,33.9528,-118.2832,2021-05-16 22:00:00,2021,1
211411960,05/19/2021 12:00:00 AM,2021-05-19,1230,14,Pacific,1488,2,888,TRESPASSING,1501,55,M,B,101.0,STREET,,,IC,Invest Cont,888.0,,,,9000    RAMSGATE                     AV,,33.9538,-118.3826,2021-05-19 12:30:00,2021,1
212009518,05/24/2021 12:00:00 AM,2021-05-23,2230,20,Olympic,2097,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600 W  WASHINGTON                   BL,,34.0385,-118.2959,2021-05-23 22:30:00,2021,1
211310290,05/27/2021 12:00:00 AM,2021-05-26,1500,13,Newton,1354,1,310,BURGLARY,0344,37,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4000    TRINITY                      ST,,34.0106,-118.2704,2021-05-26 15:00:00,2021,1
211411758,05/17/2021 12:00:00 AM,2021-05-15,1030,14,Pacific,1452,1,480,BIKE - STOLEN,0344,52,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,00    FLEET                        ST,,33.9761,-118.4637,2021-05-15 10:30:00,2021,1
211212936,05/28/2021 12:00:00 AM,2021-05-27,1700,12,77th Street,1245,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,62ND                         ST,RAYMOND                      AV,33.9832,-118.2981,2021-05-27 17:00:00,2021,1
210211370,07/01/2021 12:00:00 AM,2021-05-21,900,2,Rampart,237,2,354,THEFT OF IDENTITY,0100 0929 1822,18,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,100    LUCAS                        AV,,34.0613,-118.2598,2021-05-21 09:00:00,2021,1
211811004,05/24/2021 12:00:00 AM,2021-05-24,2140,18,Southeast,1891,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,40,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,16900 S  VERMONT                      AV,,33.8777,-118.2911,2021-05-24 21:40:00,2021,1
210110551,05/20/2021 12:00:00 AM,2021-05-19,1500,1,Central,176,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,300 E  8TH                          ST,,34.041,-118.2513,2021-05-19 15:00:00,2021,1
210609972,05/19/2021 12:00:00 AM,2021-05-16,1900,6,Hollywood,644,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344 1501,51,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331.0,,,,1300 N  VISTA                        ST,,34.0944,-118.3517,2021-05-16 19:00:00,2021,1
211008075,05/16/2021 12:00:00 AM,2021-05-16,1,10,West Valley,1024,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VANOWEN,CREBS,34.1938,-118.5437,2021-05-16 00:01:00,2021,1
210110506,05/18/2021 12:00:00 AM,2021-05-17,100,1,Central,128,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 2034,41,M,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,2ND,LOS ANGELES,34.0503,-118.2434,2021-05-17 01:00:00,2021,1
210910484,06/02/2021 12:00:00 AM,2021-05-23,2033,9,Van Nuys,994,1,330,BURGLARY FROM VEHICLE,0344 1300 1822,25,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,MULHOLLAND,BENEDICT CANYON,34.1314,-118.4374,2021-05-23 20:33:00,2021,1
210408682,05/15/2021 12:00:00 AM,2021-05-15,1932,4,Hollenbeck,422,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0450 0334 1822,20,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,2100    GATES                        ST,,34.0692,-118.2064,2021-05-15 19:32:00,2021,1
211108664,05/17/2021 12:00:00 AM,2021-05-16,1515,11,Northeast,1124,1,761,BRANDISH WEAPON,0906 0334 0432 0447 1822,15,F,H,101.0,STREET,304.0,CLUB/BAT,IC,Invest Cont,761.0,,,,3400    DREW                         ST,,34.1208,-118.2418,2021-05-16 15:15:00,2021,1
